objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
270,2025-08-21,2025-08-01,2025,hr,ostalo,pitanje_potreba,3,2,7,pozitivan,7,0,556,99,5,0.6976744186046512,"Pozdrav svima, U zadnje vrijeme ozbiljno razmišljam o preseljenju u Dansku. Trenutno živim u Sarajevu i volio bih probati realizovati preseljenje u narednoj godini. Magistar sam arhitekture, a sljedeće godine bih imao i dvije godine radnog iskustva. Engleski pričam besprijekorno, a Danski jezik bih počeo učiti odmah pri dolasku ili čak i prije toga. Ukoliko imate poznanike koji rade u sličnom polju, kontakte koji bi mi olakšali proces pronalaska posla, savjete ili slično, molim vas da mi pomognete. Hvala Vam svima od srca","Hello everyone, Lately I've been thinking seriously about moving to Denmark. I currently live in Sarajevo and I would like to try to move in the next year. I have a master's degree in architecture, and next year I would have two years of work experience. I speak English flawlessly, and I would start learning Danish immediately upon arrival or even before that. If you have acquaintances who work in a similar field, contacts that would facilitate the process of finding a job, advice or the like, please help me. Thank you all from the bottom of my heart"
271,2025-08-24,2025-08-01,2025,hr,ostalo,ostalo,8,8,0,neutralan,NA,NA,138,28,3,0.875,Hej.. interesira me kako smo rasporedjeni u drzavi Danskoj / gdje živite. dodajte odgovor koji nije na listi .. hvala,Hey.. I'm interested in how we are distributed in the country of Denmark / where you live. add an answer that is not in the list .. thanks
272,2025-08-21,2025-08-01,2025,hr,transport_putovanja,pitanje_potreba,4,8,1,pozitivan,2,1,215,39,5,0.9375,Pozdrav svima.Pitanje izlizano al da ne kopam duboko po objavama...Trebam kontakt nekog pouzdanog za prijevoz stvari iz Danske u Dalmaciju.Pa ako može pomoć.Hvala svima unaprijed!,"Hello everyone. The question is worn out, but I don't dig deep into the posts... I need the contact of someone reliable for transporting things from Denmark to Dalmatia. So if you can help. Thank you all in advance!"
273,2025-08-21,2025-08-01,2025,hr,zdravstvo,ostalo,1,0,1,pozitivan,1,0,175,31,3,0.9230769230769231,"Pozdrav svima! Ako u grupi ima netko tko radi u zdravstvenom sustavu, ili raspolaže informacijama o istom molio bih da se privatno javi. Kopenhagen je u pitanju. Hvala","Hello everyone! If there is someone in the group who works in the health system, or has information about it, I would ask them to contact me privately. It's Copenhagen. Thanks"
274,2025-08-21,2025-08-01,2025,hr,birokracija,pitanje_potreba,3,6,10,pozitivan,10,0,751,140,10,0.646551724137931,"Zdravo svima! Zovem se Mislav Kejić i trenutno živim u Osijeku (Hrvatska), ali tražim posao u Danskoj – najviše u skladištu. Imam iskustva kao skladištar i posedujem položen ispit za viljuškar (forklift). Radio sam na poslovima utovara/istovara robe, pakovanja, skeniranja i organizacije skladišta. Spreman sam na fizički rad i rad u smenama. Nemam još danske papire (CPR broj, radnu dozvolu), ali sam spreman da se preselim čim pronađem priliku. Otvoren sam i za poslove van skladišta ako se ukaže prilika. Ako neko zna za posao ili može da me uputi dalje – bio bih jako zahvalan. Možete mi pisati u inbox ili ostaviti komentar. Hvala puno unapred i veliki pozdrav! Mislav kejic","Hello everyone! My name is Mislav Kejić and I currently live in Osijek (Croatia), but I am looking for a job in Denmark - mostly in a warehouse. I have experience as a warehouseman and I have passed the exam for a forklift. I worked on the tasks of loading/unloading goods, packaging, scanning and warehouse organization. I am ready for physical work and shift work. I don't have Danish papers yet (CPR number, work permit), but I'm ready to move as soon as I find the opportunity. I am also open to work outside the warehouse if the opportunity arises. If anyone knows about the job or can direct me further - I would be very grateful. You can write to me in the inbox or leave a comment. Thank you very much in advance and best regards! Mislav Kejic"
275,2025-07-28,2025-07-01,2025,hr,stanovanje,ostalo,1,3,2,pozitivan,2,0,466,81,5,0.8,"Smještaj u okolici Kopenhagena. Pozdrav svima, 1.9 dolazim na Masters program u Kopenhagen na AAU CPH. Zanima me ako netko ima sobu/apartman za iznajmit ili poznaje nekog tko bi iznajmio(otvoren sam za dugorocno/kratkorocno, po mogucnosti opremljenu). Ne mora biti centar Kopenhagena, vec moze biti i dalja okolica, maksimalno sat vremena vlakom do Kopenhagena. Ako vam treba vise informacija, slobodno mi posaljite poruku.","Accommodation in the vicinity of Copenhagen. Hello everyone, on September 1st I am coming to the Masters program in Copenhagen at AAU CPH. I am interested if anyone has a room/apartment for rent or knows someone who would (I am open for long-term/short-term, furnished if possible). It doesn't have to be the center of Copenhagen, but it can also be further away, maximum one hour by train to Copenhagen. If you need more information, feel free to send me a message."
276,2025-08-21,2025-08-01,2025,hr,stanovanje,pitanje_potreba,1,0,1,pozitivan,1,0,220,38,2,0.8,"Pozdrav, svima Hitno tražimo smještaj za studenta u Aarhusu. Bio je na stend by listi i tek mu jučer javljeno da je primljen, ljubazno molimo bilo kakvu pomoć oko pronalaska smještaja","Hello, everyone. We are urgently looking for accommodation for a student in Aarhus. He was on the stand-by list and only yesterday he was informed that he was accepted, we kindly ask for any help in finding accommodation"
277,2025-08-19,2025-08-01,2025,hr,posao,ponuda_oglas,2,0,8,pozitivan,8,0,678,99,5,0.7901234567901234,"ZAPOŠLJAVAMO – MONTER U VENTILACIJI Lokacija: Kopenhagen i okolina Plaća: prema dogovoru, ovisi o iskustvu Početak rada: odmah po dogovoru Tražimo pojačanje u našem timu za rad na ventilacijskim sustavima. Kandidati s iskustvom imaju prednost, posebno ako znaju čitati crteže i nacrte. Važno je da ste odgovorni, motivirani i stabilni. Zainteresirani bez iskustva ali s voljom za učenjem, takode se mogu prijaviti. Što nudimo: sigurno i stabilno radno mjesto po industrijskim standardima Penzija SH 25 dana plaćenog godišnjeg odmora Prijave i kontakt: Facebook poruke, telefon: +4593859284 ili e-mail: job@vsaventilation.dk","WE ARE HIRING - VENTILATION FITTER Location: Copenhagen and surroundings Salary: by agreement, depends on experience Start of work: immediately by agreement We are looking for reinforcements in our team to work on ventilation systems. Candidates with experience are preferred, especially if they can read drawings and blueprints. It is important that you are responsible, motivated and stable. Those interested without experience but willing to learn can also apply. What we offer: a safe and stable workplace according to industry standards Pension SH 25 days of paid annual leave Applications and contact: Facebook messages, phone:  4593859284 or e-mail: job@vsaventilation.dk"
278,2025-08-19,2025-08-01,2025,hr,transport_putovanja,pitanje_potreba,0,2,1,pozitivan,1,0,148,27,3,0.95,Pozdrav svima. Postoji li netko tko putuje sa Sjællanda za Hrvatsku (Zagreb) ovaj tjedan i voljan je pomoci? U pitanju je jedan tanki fascikl Uslugu plaćam,Hello everyone. Is there anyone traveling from Zealand to Croatia (Zagreb) this week and willing to help? It is a thin folder. I pay for the service
279,2025-08-17,2025-08-01,2025,da,sport_zabava,ponuda_oglas,3,1,6,pozitivan,6,0,397,57,6,0.8378378378378378,"Vi pressenter mega koncert i super lækker Venus. Darko Lazić & Sladja Allegro Mosaikevent, Gammel Køge Landevej 135, 2500 Valby 08/11-2025 20:00-03:00 Billetter og bordreservationer kan købes på vores hjemme side www.grandbalkanevent.dk fra 01/08-2025 + 45. 71339933 info@grandbalkanevent.dk Vi byder jer velkommen til en uforglemmeligt aften med fyldt af kærlighed og god musik Vi ses lørdag d. 08/11.","We present a mega concert in super delicious Venus. Darko Lazić & Sladja Allegro Mosaikevent, Gammel Køge Landevej 135, 2500 Valby 08/11-2025 20:00-03:00 Tickets and table reservations can be purchased on our website www.grandbalkanevent.dk from 01/08-2025   45. 71339933 info@grandbalkanevent.dk We welcome you to a unforgettable evening filled with love and good music See you on Saturday 08/11."
280,2025-08-15,2025-08-01,2025,hr,birokracija,ostalo,0,5,10,pozitivan,11,1,1002,150,3,0.6826923076923077,"Izolater u Danskoj - Armaflex Vaše Odgovornosti: Ugradnja izolacije na ventilacijske kanale i cjevovode (Armaflex se radi) Rad prema industrijskim standardima i sigurnosnim propisima Početak rada: Što je prije moguće Benefiti: Atraktivna zarada: Osnovna satnica: 24,87 € Primjer zarade: Za 52,5 sati tjedno – oko 1.100 € neto tjedno To je približno 4.730 € neto mjesečno + uz to Besplatan smještaj u jednokrevetnim sobama Tjedni dodatak: 200 € dodatno po tjednu (ako primjenjivo uz obračun satnice) Radno vrijeme: 45+ sati tjedno (prosjek 52,5h) Raspored rada: 3 tjedna rada / 1 tjedan slobodno (mogućnost rada bez pauza) Uslovi: EU putovnica (obavezna za legalan rad u Danskoj) Najmanje 2 godine dokumentiranog iskustva na industrijskoj izolaciji Iskustvo s Armaflex izolacijom (obavezno) Valjani VCA, SCC, SSG certifikat IPAF dozvola Odlično poznavanje izolaterskih tehnika Sposobnost čitanja tehničkih nacrta je prednost, ali nije uvjet","Insulator in Denmark - Armaflex Your Responsibilities: Installation of insulation on ventilation ducts and pipelines (Armaflex is done) Work according to industry standards and safety regulations Start of work: As soon as possible Benefits: Attractive salary: Basic hourly rate: €24.87 Example of earnings: For 52.5 hours per week - about €1,100 net per week That is approximately €4,730 net per month   in addition Free accommodation in single rooms Weekly allowance: €200 extra per week (if applicable with hourly rate calculation) Working hours: 45  hours per week (average 52.5h) Work schedule: 3 weeks work / 1 week off (possibility to work without breaks) Requirements: EU passport (required for legal work in Denmark) At least 2 years of documented experience in industrial insulation Experience with Armaflex insulation (required) Valid VCA, SCC, SSG certificate IPAF license Excellent knowledge of insulator techniques Ability to read technical blueprints is an advantage but not a requirement"
281,2025-08-14,2025-08-01,2025,hr,dogadjaji_promocija,ponuda_oglas,12,4,0,neutralan,1,1,83,16,1,1,Zbog ograničenog broja gostiju rezervirajte svoju ulaznicu na vrijeme. Dođite i zabavite se,"Due to the limited number of guests, reserve your ticket in time. Come and have fun"
282,2025-08-14,2025-08-01,2025,hr,transport_putovanja,ostalo,1,0,0,neutralan,NA,NA,243,45,5,0.84375,"Pozdrav ekipa! Vozim iz Zagreba za Aalborg 30.8. Pretpostavljam da ćemo stati prespavati na pola puta, najvjerojatnije Leipzig ili okolica. Znaci dolazak u Aalborg 31.8. U popodnevnim satima Za vise informacija, trci u inbox","Hello team! I am driving from Zagreb to Aalborg on August 30. I assume that we will stop for the night halfway, most likely Leipzig or the surrounding area. So arrival in Aalborg on 31.8. In the afternoon For more information, run to the inbox"
283,2025-08-12,2025-08-01,2025,hr,birokracija,pitanje_potreba,0,7,-1,negativan,0,1,120,22,2,1,"Poz ekipa , Molim Vas pomoć oko vozačke dozvole.Istekla mi je i sad ne znam koje opcije imam ? Hvala svima","Poz team, Please help with my driver's license. It has expired and now I don't know what options I have? Thanks everyone"
284,2025-08-11,2025-08-01,2025,hr,stanovanje,ponuda_oglas,1,0,0,neutralan,NA,NA,103,21,1,0.75,"Pozdrav, izdajem sobu ženskoj osobi u trosobnom stanu, u kojem živim sama, u Birkerodu. Lp Nora","Hello, I rent out a room to a woman in a three-room apartment, where I live alone, in Birkerod. Lp Nora"
285,2025-08-11,2025-08-01,2025,hr,obrtnici_usluge,pitanje_potreba,0,2,-1,negativan,1,2,268,53,5,0.7659574468085106,Dobar dan! Još malo pa počinje hladni period godine i trebala bi kupiti sinu par stvari. Vidjela sam ovu online trgovinu. Jel netko probao njihove stvari ili ne? Gdje vi kupujete svojim kikicima odjeću i obuću za hladni period godine? Hvala,"Good afternoon! In a little while, the cold period of the year will begin and she should buy her son a few things. I saw this online store. Has anyone tried their stuff or not? Where do you buy your little ones clothes and shoes for the cold period of the year? Thanks"
286,2025-08-10,2025-08-01,2025,hr,stanovanje,pitanje_potreba,1,2,0,neutralan,NA,NA,418,78,3,0.6417910447761194,"Smještaj u Roskildeu Pozdrav svima, upisala sam diplomski na fakultetu u Roskildeu i u potrazi sam za stanom na 2 mjeseca, od kraja 8. (najkasnije 1.9.) do kraja 10. mj. Zainteresirana sam za garsonjere ili ako netko traži cimericu, a već ima stan. Ako ste zainteresirani ili znate nekoga tko je, molim vas pošaljite mi poruku hvala!","Accommodation in Roskilde Hello everyone, I have enrolled in a bachelor's degree at the university in Roskilde and I am looking for an apartment for 2 months, from the end of the 8th (at the latest 1/9) to the end of the 10th month. I am interested in studio apartments or if someone is looking for a roommate and already has an apartment. If you are interested or know someone who is, please send me a message thanks!"
287,2025-08-09,2025-08-01,2025,hr,zdravstvo,pitanje_potreba,0,2,1,pozitivan,1,0,144,25,3,0.95,"Pozdrav Hrvati! Htjela bih pitati, da li netko zna nekog našeg neuropsihologa tu u Danskoj? Nije bitno u kojem gradu. Lijep pozdrav","Hello Croats! I would like to ask, does anyone know any of our neuropsychologists here in Denmark? It doesn't matter in which city. Kind regards"
288,2025-08-10,2025-08-01,2025,hr,birokracija,pitanje_potreba,0,5,-1,negativan,0,1,339,65,4,0.7962962962962963,"Malo pomoci oko leasinga iz druge zemlje u Dansku.. Ako se kupi automobil na leasing (kredit) u drugoj zemlji EU,dali se taj auto smije voziti u Danskoj ako imam vec cpr i ostale Danske dokumente vec par godina? Google izbacuje da se smije ali se mora platiti nekakav Danski porez.. Dali netko zna vise o tome? Hvala","A little help with leasing from another country to Denmark.. If a car is bought on leasing (credit) in another EU country, can that car be driven in Denmark if I already have a CPR and other Danish documents for a couple of years? Google says it's funny, but you have to pay some kind of Danish tax.. Does anyone know more about it? Thanks"
289,2025-07-29,2025-07-01,2025,hr,posao,ostalo,2,36,2,pozitivan,2,0,191,36,3,0.8666666666666667,"Pozdrav ekipa, dobio sam job kao patentni inzinjer (struka) u Aarhusu s dost dobrom pocetnom placom. Supuga je stomatolog. Trenutno smo u Zagrebu i razmisljamo kaj dalje.","Hello team, I got a job as a patent engineer (profession) in Aarhus with a fairly good starting salary. My husband is a dentist. We are currently in Zagreb and thinking about what to do next."
